,title,price,link
20,"FUTOPIA ULTIMUS PRO [2024] Intel Dual Core ~2.8 GHz 4GB RAM 128 GB eMMC Expandable ~ 512 GB, 14.1"" HD Display Intel HD Graphics Win 11 Home 1.20 Kg Thin & Light Laptop Space Grey  ","10,490",https://amazon.in//FUTOPIA-ULTIMUS-Celeron-Expandable-Graphics/dp/B0CY2PQKSM/ref=sr_1_37?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-37
21,"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 3050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZC-RP587WS  ","59,990",https://amazon.in//ASUS-Vivobook-300nits-i5-12500H-K3605ZC-RP587WS/dp/B0DDQ6HFR8/ref=sr_1_38?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-38
22,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/Wifi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG  ","26,980",https://amazon.in//Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817J16G/ref=sr_1_39?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-39
23,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/MSO 21/1Yr ADP Free/3mon Game Pass/Grey/2.4Kg), 83DV00LXIN  ","1,02,990",https://amazon.in//Lenovo-i7-13650HX-39-6cm-300Nits-83DV00LXIN/dp/B0D3TGNY9G/ref=sr_1_40?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-40
24,"HP Laptop 255 G9 (2024), AMD Athlon Silver 3050U - (4GB/256GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg/MS Office 2021 Pro Plus  ","21,930",https://amazon.in//HP-Laptop-255-G9-Athlon/dp/B0DH8825W6/ref=sr_1_41?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-41
25,"HP Laptop 240 G8 (2024), Intel Core i5 11th Gen 1135G7 - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Black/1.47 kg/MS Office 2021 Pro Plus  ","43,990",https://amazon.in//HP-Laptop-240-Intel-1135G7/dp/B0DJCQPNZ8/ref=sr_1_42?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-42
26,"Lenovo ThinkPad E16 Intel Core i5 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QE00  ","68,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzMzOTEwMDMzMDA0MTk0OjE3Mjk2OTAwNTc6c3BfbXRmOjMwMDMxNDM3NjU1MjkzMjo6MDo6&url=%2FLenovo-ThinkPad-Laptop-Windows-21JNS0QE00%2Fdp%2FB0D6749MG1%2Fref%3Dsr_1_43_sspa%3Fcrid%3DXFGU4EUBZF6J%26dib%3DeyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729690057%26sprefix%3Dlaptop%252Caps%252C293%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
27,"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop, Intel Celeron N4500, 8GB RAM, 256 SSD, Intel UHD Graphics, HD Camera, HD Audio, Wi-Fi, Bluetooth, Windows 11, Black,  ","22,990",https://amazon.in//Lenovo-V15-G2-Anti-Glare-Bluetooth/dp/B0CVTJSWV1/ref=sr_1_6?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.MRd60dKA8Kt0qkW_Qpv-3ImXq-WAJEHoB6gl6y-ZPQO-IKzwL-MiyTcUdmcfJVJJhZcSZQcD1u-1s_YD8jAzr2uZB6CNN0Ke6G6R4OplqxFaDC0W70WV8cs7fMuxU95hT-WgLtRaRwSOhzg5Ri8Q9xFzMfC4YUaijl1Y7jU4fYWrN_YN5Zef20L2OiaK69LhWYazzsfXlhyTU3mXNqy4Pbz4vf8RTi0DhY97i8ejKGU.UqDLepBJ2vgyq648JvqiaudVD3hPx-0vFQKwWtyso-w&dib_tag=se&keywords=laptop&qid=1729690040&sprefix=laptop%2Caps%2C293&sr=8-6
28,"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN  ","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzMzOTEwMDMzMDA0MTk0OjE3Mjk2OTAwNTc6c3BfbXRmOjMwMDM1MjQ5MzMxNzUzMjo6MDo6&url=%2FLenovo-V15-i7-1255U-Windows-82TTA073IN%2Fdp%2FB0DDY3XT48%2Fref%3Dsr_1_44_sspa%3Fcrid%3DXFGU4EUBZF6J%26dib%3DeyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729690057%26sprefix%3Dlaptop%252Caps%252C293%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
29,(Refurbished) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel HD Graphics)  ,"15,900",https://amazon.in//Refurbished-Lenovo-ThinkPad-Touchscreen-Bluetooth/dp/B0DJ18SY5Z/ref=sr_1_45?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-45
30,"HP Victus Gaming Laptop,Windows 11 Home,AMD Ryzen 5 5600H,4Gb RTX 3050 Gpu,15.6-Inch (39.6 Cm),Fhd,IPS,144Hz,16Gb Ddr4,512Gb Ssd,Backlit Kb,B&O,9Ms Response Time,Dual Speakers (Blue,2.37 Kg),Fb0106Ax  ","60,990",https://amazon.in//HP-GeForce-Graphics-Response-15-fb0106AX/dp/B0BWS9YNCX/ref=sr_1_46?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-46
31,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","31,990",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_48?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-48
32,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","38,990",https://amazon.in//Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CLTW4D7T/ref=sr_1_49?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-49
33,"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop  ","69,990",https://amazon.in//Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_50?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-50
34,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam  ","15,990",https://amazon.in//Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B0D9RXH8X5/ref=sr_1_51?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-51
35,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN  ","1,04,790",https://amazon.in//Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_52?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ&dib_tag=se&keywords=laptop&qid=1729690057&sprefix=laptop%2Caps%2C293&sr=8-52
36,"Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","32,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzMzOTEwMDMzMDA0MTk0OjE3Mjk2OTAwNTc6c3BfYnRmOjMwMDM2MzQ4MTY0MjAzMjo6MDo6&url=%2FAcer-5-5625U-Premium-Windows-AL15-41%2Fdp%2FB0DG2GCTD7%2Fref%3Dsr_1_53_sspa%3Fcrid%3DXFGU4EUBZF6J%26dib%3DeyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729690057%26sprefix%3Dlaptop%252Caps%252C293%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
37,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ","19,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_7?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.MRd60dKA8Kt0qkW_Qpv-3ImXq-WAJEHoB6gl6y-ZPQO-IKzwL-MiyTcUdmcfJVJJhZcSZQcD1u-1s_YD8jAzr2uZB6CNN0Ke6G6R4OplqxFaDC0W70WV8cs7fMuxU95hT-WgLtRaRwSOhzg5Ri8Q9xFzMfC4YUaijl1Y7jU4fYWrN_YN5Zef20L2OiaK69LhWYazzsfXlhyTU3mXNqy4Pbz4vf8RTi0DhY97i8ejKGU.UqDLepBJ2vgyq648JvqiaudVD3hPx-0vFQKwWtyso-w&dib_tag=se&keywords=laptop&qid=1729690040&sprefix=laptop%2Caps%2C293&sr=8-7
38,"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN  ","42,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzMzOTEwMDMzMDA0MTk0OjE3Mjk2OTAwNTc6c3BfYnRmOjMwMDA2MjExMzgyNTAzMjo6MDo6&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsr_1_54_sspa%3Fcrid%3DXFGU4EUBZF6J%26dib%3DeyJ2IjoiMSJ9.PSp8Vf187VgcX0RLgYt_84T1iPXGHlFWbJ1orfMdILccqP9hWrRd9DGXUCd35T-6WejI2qg0-8qS4AkKcqvufP01kZ0bjfbxJPsfoOxm19sOrXjwlLabsVzMzn89GTYgGFsJ9H_6e7nopNKLPhAEYijxDYqw1SQceKrvUsrgyGD39Ne92V7bixl2COjTaOp-cDC7RrgdRSyQ2aoRRYVosbtlSaUFPrE0eNESHxcqzYo.9PndZT6oqBLSaHJFGiGGr7mk5NQld5cy3x2Qt76j0ZQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729690057%26sprefix%3Dlaptop%252Caps%252C293%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
39,"MSI PRO MP251 24.5 Inch Full HD Office Monitor - 1920 x 1080 IPS Panel, 100 Hz, Eye-Friendly Screen, Built-in Speakers, Tilt-Adjustable - HDMI 1.4b, D-Sub (VGA)  ","6,999",https://amazon.in/https://aax-eu.amazon.in/x/c/JC8d0p9RDm31XzK-LsL1IEkAAAGSuY-6JQMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICAhulCO/https://www.amazon.in/MSI-PRO-MP251-Office-Monitor/dp/B0CLLK6JCW/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=XFGU4EUBZF6J&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9._w7PUYtQGndUImEBq50p2Q.fWG87NMhj_vBaw8RrC-TJsM1CSx-Z8yUa4TYkNUTgoQ&dib_tag=se&keywords=laptop&pd_rd_i=B0CLLK6JCW&pd_rd_r=ffcc12ee-8a1b-41c0-b95e-db74989269a8&pd_rd_w=S5UB2&pd_rd_wg=4QN8u&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=KNDP2AQY7G2S36ZBY3WG&qid=1729690057&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C293&sr=1-33-06195d41-65bd-48f4-8e70-03d97b6094ec
40,"Apple 2024 MacBook Air 15â€³ Laptop with M3 chip: 38.91 cm (15.3â€³) Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey  ","1,22,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODQzNjczODY5OTM5NzI1OjE3Mjk2OTAwNjY6c3BfYXRmX25leHQ6MzAwMzUwNjk4MzEzODMyOjowOjo&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0CX22MVHT%2Fref%3Dsr_1_49_sspa%3Fcrid%3DXFGU4EUBZF6J%26dib%3DeyJ2IjoiMSJ9.8_naQzRarmwMkrp_l_ujaGVwU6u7HLP8pbHn76TiPuNfZcPDP9Aa65UJIgunOqtuR1cV7JwsJ2A-b4X2fBm7I1SfnNv8gK0W7a7Y4Bc9F2AcDndXdRCBj1nWa4jwG6ADdi5W6DJIo_Np1UMWias4d30YK9YMAhqzZ0U-_-kwLjXoztU1v-oWzHBvKsatHNICOPmvvOTgWIsX5vTa-IvyTWZj-iiYWhLsuk5MSXiWEOg.MyAdUYRKIlH7qtzQwmupErwQN8uMQplggENH4HqjzvU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729690065%26sprefix%3Dlaptop%252Caps%252C293%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
41,"Apple 2024 MacBook Air 13â€³ Laptop with M3 chip: 34.46 cm (13.6â€³) Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Starlight  ","1,22,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODQzNjczODY5OTM5NzI1OjE3Mjk2OTAwNjY6c3BfYXRmX25leHQ6MzAwMzUwNjk4MzEzNzMyOjowOjo&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0CX23SWLP%2Fref%3Dsr_1_50_sspa%3Fcrid%3DXFGU4EUBZF6J%26dib%3DeyJ2IjoiMSJ9.8_naQzRarmwMkrp_l_ujaGVwU6u7HLP8pbHn76TiPuNfZcPDP9Aa65UJIgunOqtuR1cV7JwsJ2A-b4X2fBm7I1SfnNv8gK0W7a7Y4Bc9F2AcDndXdRCBj1nWa4jwG6ADdi5W6DJIo_Np1UMWias4d30YK9YMAhqzZ0U-_-kwLjXoztU1v-oWzHBvKsatHNICOPmvvOTgWIsX5vTa-IvyTWZj-iiYWhLsuk5MSXiWEOg.MyAdUYRKIlH7qtzQwmupErwQN8uMQplggENH4HqjzvU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729690065%26sprefix%3Dlaptop%252Caps%252C293%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
42,"Dell 15 Thin & Light Laptop, Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + MSO '21, 15 Month McAfee, Spill-Resistant Keyboard, Black, 1.66kg  ","42,990",https://amazon.in//Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_51?crid=XFGU4EUBZF6J&dib=eyJ2IjoiMSJ9.8_naQzRarmwMkrp_l_ujaGVwU6u7HLP8pbHn76TiPuNfZcPDP9Aa65UJIgunOqtuR1cV7JwsJ2A-b4X2fBm7I1SfnNv8gK0W7a7Y4Bc9F2AcDndXdRCBj1nWa4jwG6ADdi5W6DJIo_Np1UMWias4d30YK9YMAhqzZ0U-_-kwLjXoztU1v-oWzHBvKsatHNICOPmvvOTgWIsX5vTa-IvyTWZj-iiYWhLsuk5MSXiWEOg.MyAdUYRKIlH7qtzQwmupErwQN8uMQplggENH4HqjzvU&dib_tag=se&keywords=laptop&qid=1729690065&sprefix=laptop%2Caps%2C293&sr=8-51
